pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,timech
0,0,-175,0,0,0,79,81,10,-20,75,91.23,296,-4,2,-988,0.102
0,0,-175,0,0,0,79,81,10,-20,75,91.32,296,-10,-7,-991,0.102
0,1,-175,0,0,0,79,81,10,0,75,91.94,296,-16,-21,-983,0.101
-1,1,-175,0,0,0,79,81,10,0,75,92.03,296,-21,-27,-1001,0.103
-1,1,-175,0,0,1,79,81,10,0,75,92.14,296,-16,-17,-991,0.102
-1,1,-175,0,0,0,79,81,10,0,75,92.17,296,-20,-31,-985,0.102
-1,1,-175,0,0,0,78,80,10,0,75,92.18,296,-8,-27,-998,0.102
-1,1,-175,0,0,0,78,80,10,0,75,92.1,296,-21,-33,-990,0.102
-1,1,-175,0,0,0,78,80,10,0,75,91.77,296,-19,-26,-993,0.102
-1,1,-175,0,0,0,78,80,10,0,75,92.27,296,-22,-28,-989,0.102
-1,1,-175,0,0,0,78,80,10,0,75,92.25,296,-26,-28,-986,0.102
